Wavelength,Power transmitted
400.000,0.961694
401.000,0.961531
402.000,0.961368
403.000,0.961206
404.000,0.961042
405.000,0.960878
406.000,0.960712
407.000,0.960545
408.000,0.960377
409.000,0.960207
410.000,0.960036
411.000,0.959865
412.000,0.959692
413.000,0.959520
414.000,0.959347
415.000,0.959173
416.000,0.959000
417.000,0.958827
418.000,0.958654
419.000,0.958480
420.000,0.958307
421.000,0.958133
422.000,0.957959
423.000,0.957785
424.000,0.957610
425.000,0.957435
426.000,0.957259
427.000,0.957082
428.000,0.956905
429.000,0.956728
430.000,0.956550
431.000,0.956371
432.000,0.956192
433.000,0.956012
434.000,0.955832
435.000,0.955651
436.000,0.955470
437.000,0.955289
438.000,0.955107
439.000,0.954925
440.000,0.954743
441.000,0.954560
442.000,0.954376
443.000,0.954192
444.000,0.954008
445.000,0.953823
446.000,0.953638
447.000,0.953452
448.000,0.953265
449.000,0.953078
450.000,0.952891
451.000,0.952703
452.000,0.952514
453.000,0.952325
454.000,0.952136
455.000,0.951946
456.000,0.951755
457.000,0.951564
458.000,0.951373
459.000,0.951181
460.000,0.950988
461.000,0.950795
462.000,0.950601
463.000,0.950406
464.000,0.950211
465.000,0.950016
466.000,0.949820
467.000,0.949623
468.000,0.949425
469.000,0.949227
470.000,0.949028
471.000,0.948829
472.000,0.948629
473.000,0.948428
474.000,0.948227
475.000,0.948025
476.000,0.947822
477.000,0.947619
478.000,0.947415
479.000,0.947211
480.000,0.947006
481.000,0.946800
482.000,0.946594
483.000,0.946387
484.000,0.946179
485.000,0.945971
486.000,0.945762
487.000,0.945552
488.000,0.945341
489.000,0.945130
490.000,0.944918
491.000,0.944705
492.000,0.944492
493.000,0.944277
494.000,0.944062
495.000,0.943846
496.000,0.943629
497.000,0.943411
498.000,0.943193
499.000,0.942974
500.000,0.942753
501.000,0.942533
502.000,0.942311
503.000,0.942088
504.000,0.941865
505.000,0.941641
506.000,0.941416
507.000,0.941190
508.000,0.940963
509.000,0.940735
510.000,0.940507
511.000,0.940277
512.000,0.940047
513.000,0.939815
514.000,0.939583
515.000,0.939350
516.000,0.939116
517.000,0.938881
518.000,0.938644
519.000,0.938407
520.000,0.938169
521.000,0.937930
522.000,0.937690
523.000,0.937448
524.000,0.937206
525.000,0.936963
526.000,0.936718
527.000,0.936472
528.000,0.936226
529.000,0.935978
530.000,0.935729
531.000,0.935479
532.000,0.935227
533.000,0.934975
534.000,0.934721
535.000,0.934466
536.000,0.934210
537.000,0.933953
538.000,0.933694
539.000,0.933435
540.000,0.933174
541.000,0.932911
542.000,0.932648
543.000,0.932383
544.000,0.932117
545.000,0.931850
546.000,0.931582
547.000,0.931312
548.000,0.931040
549.000,0.930768
550.000,0.930494
551.000,0.930218
552.000,0.929941
553.000,0.929663
554.000,0.929383
555.000,0.929101
556.000,0.928818
557.000,0.928534
558.000,0.928248
559.000,0.927960
560.000,0.927671
561.000,0.927380
562.000,0.927088
563.000,0.926794
564.000,0.926498
565.000,0.926200
566.000,0.925901
567.000,0.925600
568.000,0.925297
569.000,0.924992
570.000,0.924686
571.000,0.924378
572.000,0.924068
573.000,0.923756
574.000,0.923443
575.000,0.923127
576.000,0.922810
577.000,0.922491
578.000,0.922170
579.000,0.921847
580.000,0.921522
581.000,0.921196
582.000,0.920867
583.000,0.920536
584.000,0.920203
585.000,0.919867
586.000,0.919530
587.000,0.919190
588.000,0.918848
589.000,0.918504
590.000,0.918158
591.000,0.917809
592.000,0.917457
593.000,0.917104
594.000,0.916748
595.000,0.916389
596.000,0.916028
597.000,0.915665
598.000,0.915299
599.000,0.914931
600.000,0.914560
601.000,0.914186
602.000,0.913810
603.000,0.913432
604.000,0.913050
605.000,0.912666
606.000,0.912280
607.000,0.911890
608.000,0.911498
609.000,0.911103
610.000,0.910705
611.000,0.910304
612.000,0.909900
613.000,0.909493
614.000,0.909083
615.000,0.908670
616.000,0.908253
617.000,0.907834
618.000,0.907411
619.000,0.906984
620.000,0.906555
621.000,0.906122
622.000,0.905685
623.000,0.905245
624.000,0.904802
625.000,0.904356
626.000,0.903906
627.000,0.903452
628.000,0.902995
629.000,0.902535
630.000,0.902070
631.000,0.901602
632.000,0.901130
633.000,0.900654
634.000,0.900174
635.000,0.899691
636.000,0.899203
637.000,0.898711
638.000,0.898214
639.000,0.897714
640.000,0.897209
641.000,0.896700
642.000,0.896186
643.000,0.895668
644.000,0.895146
645.000,0.894619
646.000,0.894087
647.000,0.893551
648.000,0.893010
649.000,0.892465
650.000,0.891914
651.000,0.891359
652.000,0.890799
653.000,0.890233
654.000,0.889663
655.000,0.889087
656.000,0.888506
657.000,0.887919
658.000,0.887327
659.000,0.886730
660.000,0.886126
661.000,0.885517
662.000,0.884902
663.000,0.884281
664.000,0.883655
665.000,0.883022
666.000,0.882383
667.000,0.881738
668.000,0.881087
669.000,0.880429
670.000,0.879765
671.000,0.879095
672.000,0.878418
673.000,0.877735
674.000,0.877045
675.000,0.876348
676.000,0.875644
677.000,0.874934
678.000,0.874216
679.000,0.873491
680.000,0.872759
681.000,0.872019
682.000,0.871272
683.000,0.870517
684.000,0.869755
685.000,0.868984
686.000,0.868206
687.000,0.867420
688.000,0.866625
689.000,0.865823
690.000,0.865011
691.000,0.864192
692.000,0.863363
693.000,0.862526
694.000,0.861680
695.000,0.860825
696.000,0.859960
697.000,0.859086
698.000,0.858203
699.000,0.857310
700.000,0.856408
701.000,0.855495
702.000,0.854573
703.000,0.853640
704.000,0.852697
705.000,0.851743
706.000,0.850778
707.000,0.849803
708.000,0.848816
709.000,0.847819
710.000,0.846809
711.000,0.845789
712.000,0.844757
713.000,0.843713
714.000,0.842658
715.000,0.841590
716.000,0.840510
717.000,0.839419
718.000,0.838314
719.000,0.837198
720.000,0.836068
721.000,0.834925
722.000,0.833769
723.000,0.832599
724.000,0.831415
725.000,0.830216
726.000,0.829003
727.000,0.827775
728.000,0.826531
729.000,0.825273
730.000,0.823998
731.000,0.822707
732.000,0.821400
733.000,0.820077
734.000,0.818738
735.000,0.817382
736.000,0.816010
737.000,0.814621
738.000,0.813215
739.000,0.811792
740.000,0.810352
741.000,0.808894
742.000,0.807420
743.000,0.805927
744.000,0.804417
745.000,0.802889
746.000,0.801342
747.000,0.799776
748.000,0.798191
749.000,0.796586
750.000,0.794962
751.000,0.793316
752.000,0.791650
753.000,0.789961
754.000,0.788251
755.000,0.786518
756.000,0.784762
757.000,0.782983
758.000,0.781180
759.000,0.779353
760.000,0.777501
761.000,0.775625
762.000,0.773724
763.000,0.771798
764.000,0.769846
765.000,0.767869
766.000,0.765866
767.000,0.763836
768.000,0.761779
769.000,0.759695
770.000,0.757582
771.000,0.755441
772.000,0.753271
773.000,0.751072
774.000,0.748842
775.000,0.746582
776.000,0.744292
777.000,0.741970
778.000,0.739617
779.000,0.737232
780.000,0.734815
781.000,0.732366
782.000,0.729883
783.000,0.727367
784.000,0.724818
785.000,0.722234
786.000,0.719615
787.000,0.716961
788.000,0.714271
789.000,0.711544
790.000,0.708779
791.000,0.705977
792.000,0.703136
793.000,0.700255
794.000,0.697335
795.000,0.694374
796.000,0.691372
797.000,0.688329
798.000,0.685244
799.000,0.682116
800.000,0.678945
801.000,0.675731
802.000,0.672472
803.000,0.669168
804.000,0.665820
805.000,0.662425
806.000,0.658984
807.000,0.655496
808.000,0.651961
809.000,0.648378
810.000,0.644747
811.000,0.641067
812.000,0.637340
813.000,0.633563
814.000,0.629738
815.000,0.625864
816.000,0.621940
817.000,0.617968
818.000,0.613945
819.000,0.609872
820.000,0.605749
821.000,0.601575
822.000,0.597350
823.000,0.593072
824.000,0.588742
825.000,0.584359
826.000,0.579923
827.000,0.575434
828.000,0.570892
829.000,0.566297
830.000,0.561651
831.000,0.556953
832.000,0.552206
833.000,0.547411
834.000,0.542569
835.000,0.537683
836.000,0.532754
837.000,0.527785
838.000,0.522777
839.000,0.517733
840.000,0.512654
841.000,0.507542
842.000,0.502398
843.000,0.497224
844.000,0.492020
845.000,0.486787
846.000,0.481528
847.000,0.476243
848.000,0.470935
849.000,0.465609
850.000,0.460267
851.000,0.454918
852.000,0.449569
853.000,0.444231
854.000,0.438915
855.000,0.433637
856.000,0.428411
857.000,0.423254
858.000,0.418184
859.000,0.413219
860.000,0.408376
861.000,0.403669
862.000,0.399114
863.000,0.394719
864.000,0.390493
865.000,0.386439
866.000,0.382557
867.000,0.378843
868.000,0.375291
869.000,0.371892
870.000,0.368633
871.000,0.365501
872.000,0.362483
873.000,0.359566
874.000,0.356737
875.000,0.353983
876.000,0.351296
877.000,0.348668
878.000,0.346092
879.000,0.343564
880.000,0.341081
881.000,0.338642
882.000,0.336246
883.000,0.333895
884.000,0.331589
885.000,0.329328
886.000,0.327114
887.000,0.324947
888.000,0.322827
889.000,0.320753
890.000,0.318724
891.000,0.316740
892.000,0.314799
893.000,0.312898
894.000,0.311037
895.000,0.309213
896.000,0.307425
897.000,0.305672
898.000,0.303952
899.000,0.302263
900.000,0.300607
901.000,0.298981
902.000,0.297385
903.000,0.295819
904.000,0.294283
905.000,0.292776
906.000,0.291299
907.000,0.289850
908.000,0.288430
909.000,0.287038
910.000,0.285674
911.000,0.284337
912.000,0.283027
913.000,0.281743
914.000,0.280486
915.000,0.279253
916.000,0.278045
917.000,0.276861
918.000,0.275701
919.000,0.274564
920.000,0.273450
921.000,0.272358
922.000,0.271289
923.000,0.270242
924.000,0.269216
925.000,0.268212
926.000,0.267229
927.000,0.266268
928.000,0.265328
929.000,0.264409
930.000,0.263510
931.000,0.262632
932.000,0.261774
933.000,0.260935
934.000,0.260117
935.000,0.259317
936.000,0.258536
937.000,0.257774
938.000,0.257029
939.000,0.256303
940.000,0.255595
941.000,0.254904
942.000,0.254230
943.000,0.253574
944.000,0.252935
945.000,0.252313
946.000,0.251707
947.000,0.251119
948.000,0.250548
949.000,0.249993
950.000,0.249454
951.000,0.248931
952.000,0.248425
953.000,0.247934
954.000,0.247459
955.000,0.246999
956.000,0.246555
957.000,0.246125
958.000,0.245710
959.000,0.245309
960.000,0.244922
961.000,0.244550
962.000,0.244191
963.000,0.243846
964.000,0.243515
965.000,0.243197
966.000,0.242892
967.000,0.242601
968.000,0.242324
969.000,0.242059
970.000,0.241807
971.000,0.241569
972.000,0.241343
973.000,0.241130
974.000,0.240929
975.000,0.240740
976.000,0.240564
977.000,0.240399
978.000,0.240245
979.000,0.240103
980.000,0.239972
981.000,0.239852
982.000,0.239742
983.000,0.239644
984.000,0.239557
985.000,0.239481
986.000,0.239417
987.000,0.239364
988.000,0.239324
989.000,0.239296
990.000,0.239280
991.000,0.239276
992.000,0.239284
993.000,0.239303
994.000,0.239332
995.000,0.239371
996.000,0.239417
997.000,0.239469
998.000,0.239525
999.000,0.239583
1000.000,0.239641
