Wavelength,Power transmitted
400.000,0.982644
401.000,0.982688
402.000,0.982742
403.000,0.982785
404.000,0.982553
405.000,0.982607
406.000,0.982619
407.000,0.982673
408.000,0.982434
409.000,0.982489
410.000,0.982533
411.000,0.982307
412.000,0.982353
413.000,0.982408
414.000,0.982453
415.000,0.982230
416.000,0.982244
417.000,0.982300
418.000,0.982345
419.000,0.982116
420.000,0.982172
421.000,0.982218
422.000,0.982001
423.000,0.982048
424.000,0.982105
425.000,0.982151
426.000,0.981938
427.000,0.981953
428.000,0.982011
429.000,0.982057
430.000,0.981847
431.000,0.981895
432.000,0.981942
433.000,0.981735
434.000,0.981783
435.000,0.981841
436.000,0.981888
437.000,0.981684
438.000,0.981732
439.000,0.981748
440.000,0.981546
441.000,0.981594
442.000,0.981654
443.000,0.981702
444.000,0.981492
445.000,0.981553
446.000,0.981601
447.000,0.981405
448.000,0.981454
449.000,0.981503
450.000,0.981310
451.000,0.981326
452.000,0.981387
453.000,0.981436
454.000,0.981234
455.000,0.981294
456.000,0.981344
457.000,0.981156
458.000,0.981206
459.000,0.981256
460.000,0.981070
461.000,0.981120
462.000,0.981169
463.000,0.981224
464.000,0.981030
465.000,0.981048
466.000,0.981110
467.000,0.980918
468.000,0.980979
469.000,0.981030
470.000,0.980841
471.000,0.980902
472.000,0.980952
473.000,0.981003
474.000,0.980828
475.000,0.980878
476.000,0.980929
477.000,0.980756
478.000,0.980806
479.000,0.980857
480.000,0.980687
481.000,0.980705
482.000,0.980756
483.000,0.980588
484.000,0.980639
485.000,0.980689
486.000,0.980524
487.000,0.980575
488.000,0.980626
489.000,0.980450
490.000,0.980513
491.000,0.980564
492.000,0.980391
493.000,0.980454
494.000,0.980505
495.000,0.980556
496.000,0.980397
497.000,0.980416
498.000,0.980467
499.000,0.980298
500.000,0.980361
501.000,0.980413
502.000,0.980246
503.000,0.980309
504.000,0.980360
505.000,0.980195
506.000,0.980247
507.000,0.980310
508.000,0.980147
509.000,0.980199
510.000,0.980262
511.000,0.980101
512.000,0.980152
513.000,0.980204
514.000,0.980056
515.000,0.980108
516.000,0.980128
517.000,0.979965
518.000,0.980029
519.000,0.979872
