Wavelength,Power transmitted
400.000,0.982505
401.000,0.982549
402.000,0.982603
403.000,0.982647
404.000,0.982413
405.000,0.982467
406.000,0.982479
407.000,0.982533
408.000,0.982292
409.000,0.982348
410.000,0.982393
411.000,0.982164
412.000,0.982210
413.000,0.982266
414.000,0.982312
415.000,0.982087
416.000,0.982100
417.000,0.982157
418.000,0.982203
419.000,0.981971
420.000,0.982028
421.000,0.982074
422.000,0.981856
423.000,0.981904
424.000,0.981961
425.000,0.982008
426.000,0.981793
427.000,0.981807
428.000,0.981865
429.000,0.981912
430.000,0.981701
431.000,0.981749
432.000,0.981796
433.000,0.981587
434.000,0.981636
435.000,0.981695
436.000,0.981742
437.000,0.981537
438.000,0.981586
439.000,0.981600
440.000,0.981397
441.000,0.981446
442.000,0.981506
443.000,0.981554
444.000,0.981343
445.000,0.981404
446.000,0.981453
447.000,0.981256
448.000,0.981304
449.000,0.981354
450.000,0.981160
451.000,0.981175
452.000,0.981237
453.000,0.981286
454.000,0.981083
455.000,0.981144
456.000,0.981194
457.000,0.981005
458.000,0.981055
459.000,0.981105
460.000,0.980918
461.000,0.980968
462.000,0.981018
463.000,0.981073
464.000,0.980878
465.000,0.980895
466.000,0.980957
467.000,0.980764
468.000,0.980826
469.000,0.980877
470.000,0.980687
471.000,0.980749
472.000,0.980800
473.000,0.980851
474.000,0.980674
475.000,0.980725
476.000,0.980776
477.000,0.980602
478.000,0.980653
479.000,0.980705
480.000,0.980533
481.000,0.980551
482.000,0.980602
483.000,0.980433
484.000,0.980484
485.000,0.980535
486.000,0.980368
487.000,0.980420
488.000,0.980471
489.000,0.980295
490.000,0.980358
491.000,0.980409
492.000,0.980235
493.000,0.980299
494.000,0.980350
495.000,0.980402
496.000,0.980242
497.000,0.980260
498.000,0.980312
499.000,0.980142
500.000,0.980205
501.000,0.980257
502.000,0.980089
503.000,0.980153
504.000,0.980205
505.000,0.980039
506.000,0.980091
507.000,0.980154
508.000,0.979990
509.000,0.980042
510.000,0.980106
511.000,0.979944
512.000,0.979996
513.000,0.980048
514.000,0.979900
515.000,0.979952
516.000,0.979971
517.000,0.979807
518.000,0.979871
519.000,0.979713
520.000,0.979767
521.000,0.979819
522.000,0.979675
523.000,0.979729
524.000,0.979781
525.000,0.979627
526.000,0.979692
527.000,0.979745
528.000,0.979592
529.000,0.979645
530.000,0.979710
531.000,0.979559
532.000,0.979613
533.000,0.979665
534.000,0.979528
535.000,0.979582
536.000,0.979634
537.000,0.979454
538.000,0.979519
539.000,0.979572
540.000,0.979426
541.000,0.979480
542.000,0.979347
543.000,0.979400
544.000,0.979453
545.000,0.979310
546.000,0.979363
547.000,0.979429
548.000,0.979287
549.000,0.979340
550.000,0.979394
551.000,0.979266
552.000,0.979320
553.000,0.979181
554.000,0.979234
555.000,0.979288
556.000,0.979163
557.000,0.979216
558.000,0.979269
559.000,0.979133
560.000,0.979149
561.000,0.979215
562.000,0.979081
563.000,0.979134
564.000,0.979001
565.000,0.979055
566.000,0.979120
567.000,0.978989
568.000,0.979042
569.000,0.979095
570.000,0.978965
571.000,0.979030
572.000,0.978902
573.000,0.978955
574.000,0.979008
575.000,0.978881
576.000,0.978946
577.000,0.979000
578.000,0.978873
579.000,0.978926
580.000,0.978802
581.000,0.978855
582.000,0.978920
583.000,0.978797
584.000,0.978850
585.000,0.978727
586.000,0.978780
587.000,0.978813
588.000,0.978692
589.000,0.978745
590.000,0.978799
591.000,0.978678
592.000,0.978731
593.000,0.978625
594.000,0.978678
595.000,0.978731
596.000,0.978613
597.000,0.978662
598.000,0.978546
599.000,0.978611
600.000,0.978664
601.000,0.978549
602.000,0.978602
603.000,0.978487
604.000,0.978540
605.000,0.978605
606.000,0.978492
607.000,0.978545
608.000,0.978432
609.000,0.978486
610.000,0.978539
611.000,0.978428
612.000,0.978492
613.000,0.978382
614.000,0.978435
615.000,0.978488
616.000,0.978379
617.000,0.978400
618.000,0.978291
619.000,0.978357
620.000,0.978409
621.000,0.978302
622.000,0.978355
623.000,0.978249
624.000,0.978302
625.000,0.978196
626.000,0.978261
627.000,0.978314
628.000,0.978210
629.000,0.978262
630.000,0.978155
631.000,0.978208
632.000,0.978261
633.000,0.978170
634.000,0.978223
635.000,0.978121
636.000,0.978174
637.000,0.978073
638.000,0.978126
639.000,0.978179
640.000,0.978079
641.000,0.978143
642.000,0.978044
643.000,0.978097
644.000,0.978149
645.000,0.978051
646.000,0.978104
647.000,0.978006
648.000,0.978059
649.000,0.977974
650.000,0.978027
651.000,0.978079
652.000,0.977952
653.000,0.978005
654.000,0.977909
655.000,0.977962
656.000,0.977868
657.000,0.977920
658.000,0.977984
659.000,0.977888
660.000,0.977941
661.000,0.977848
662.000,0.977900
663.000,0.977808
664.000,0.977861
665.000,0.977770
666.000,0.977822
667.000,0.977886
668.000,0.977796
669.000,0.977848
670.000,0.977758
671.000,0.977811
672.000,0.977722
673.000,0.977774
674.000,0.977826
675.000,0.977738
676.000,0.977790
677.000,0.977715
678.000,0.977767
679.000,0.977680
680.000,0.977732
681.000,0.977646
682.000,0.977698
683.000,0.977613
684.000,0.977665
685.000,0.977716
686.000,0.977629
687.000,0.977693
688.000,0.977609
689.000,0.977661
690.000,0.977577
691.000,0.977629
692.000,0.977515
693.000,0.977567
694.000,0.977485
695.000,0.977537
696.000,0.977589
697.000,0.977508
698.000,0.977559
699.000,0.977490
700.000,0.977542
701.000,0.977461
702.000,0.977513
703.000,0.977433
704.000,0.977485
705.000,0.977406
706.000,0.977458
707.000,0.977379
708.000,0.977431
709.000,0.977482
710.000,0.977403
711.000,0.977454
712.000,0.977388
713.000,0.977439
714.000,0.977363
715.000,0.977414
716.000,0.977339
717.000,0.977390
718.000,0.977314
719.000,0.977366
720.000,0.977291
721.000,0.977342
722.000,0.977268
723.000,0.977319
724.000,0.977245
725.000,0.977297
726.000,0.977359
727.000,0.977286
728.000,0.977337
729.000,0.977264
730.000,0.977315
731.000,0.977243
732.000,0.977294
733.000,0.977220
734.000,0.977271
735.000,0.977200
736.000,0.977251
737.000,0.977150
738.000,0.977201
739.000,0.977131
740.000,0.977181
741.000,0.977112
742.000,0.977174
743.000,0.977105
744.000,0.977156
745.000,0.977088
746.000,0.977138
747.000,0.977070
748.000,0.977120
749.000,0.977053
750.000,0.977103
751.000,0.977037
752.000,0.977087
753.000,0.977021
754.000,0.977069
755.000,0.977003
756.000,0.977053
757.000,0.976988
758.000,0.977038
759.000,0.976973
760.000,0.977023
761.000,0.976959
762.000,0.977020
763.000,0.976956
764.000,0.977006
765.000,0.976942
766.000,0.976992
767.000,0.976929
768.000,0.976979
769.000,0.976916
770.000,0.976966
771.000,0.976904
772.000,0.976953
773.000,0.976890
774.000,0.976940
775.000,0.976878
776.000,0.976928
777.000,0.976867
778.000,0.976917
779.000,0.976856
780.000,0.976906
781.000,0.976845
782.000,0.976895
783.000,0.976835
784.000,0.976885
785.000,0.976825
786.000,0.976875
787.000,0.976827
788.000,0.976876
789.000,0.976818
790.000,0.976837
791.000,0.976779
792.000,0.976826
793.000,0.976769
794.000,0.976711
795.000,0.976761
796.000,0.976703
797.000,0.976753
798.000,0.976696
799.000,0.976745
800.000,0.976689
801.000,0.976738
802.000,0.976682
