Wavelength,Power transmitted
400.000,0.676884
401.000,0.676715
402.000,0.676546
403.000,0.676378
404.000,0.676207
405.000,0.676033
406.000,0.675854
407.000,0.675668
408.000,0.675474
409.000,0.675269
410.000,0.675053
411.000,0.674824
412.000,0.674579
413.000,0.674318
414.000,0.674041
415.000,0.673747
416.000,0.673436
417.000,0.673110
418.000,0.672770
419.000,0.672417
420.000,0.672055
421.000,0.671686
422.000,0.671313
423.000,0.670939
424.000,0.670567
425.000,0.670198
426.000,0.669837
427.000,0.669486
428.000,0.669145
429.000,0.668816
430.000,0.668501
431.000,0.668199
432.000,0.667910
433.000,0.667634
434.000,0.667370
435.000,0.667117
436.000,0.666873
437.000,0.666637
438.000,0.666407
439.000,0.666182
440.000,0.665960
441.000,0.665740
442.000,0.665521
443.000,0.665302
444.000,0.665080
445.000,0.664856
446.000,0.664627
447.000,0.664391
448.000,0.664147
449.000,0.663892
450.000,0.663623
451.000,0.663338
452.000,0.663032
453.000,0.662702
454.000,0.662343
455.000,0.661953
456.000,0.661528
457.000,0.661067
458.000,0.660568
459.000,0.660035
460.000,0.659471
461.000,0.658885
462.000,0.658288
463.000,0.657697
464.000,0.657129
465.000,0.656606
466.000,0.656154
467.000,0.655796
468.000,0.655558
469.000,0.655462
470.000,0.655529
471.000,0.655771
472.000,0.656199
473.000,0.656812
474.000,0.657605
475.000,0.658566
476.000,0.659674
477.000,0.660906
478.000,0.662234
479.000,0.663629
480.000,0.665062
481.000,0.666509
482.000,0.667949
483.000,0.669369
484.000,0.670763
485.000,0.672135
486.000,0.673498
487.000,0.674875
488.000,0.676294
489.000,0.677794
490.000,0.679413
491.000,0.681196
492.000,0.683184
493.000,0.685414
494.000,0.687918
495.000,0.690718
496.000,0.693828
497.000,0.697249
498.000,0.700973
499.000,0.704981
500.000,0.709248
501.000,0.713740
502.000,0.718424
503.000,0.723264
504.000,0.728224
505.000,0.733273
506.000,0.738385
507.000,0.743537
508.000,0.748710
509.000,0.753891
510.000,0.759065
511.000,0.764222
512.000,0.769349
513.000,0.774433
514.000,0.779458
515.000,0.784403
516.000,0.789249
517.000,0.793971
518.000,0.798547
519.000,0.802955
520.000,0.807177
521.000,0.811199
522.000,0.815013
523.000,0.818618
524.000,0.822020
525.000,0.825233
526.000,0.828274
527.000,0.831169
528.000,0.833943
529.000,0.836623
530.000,0.839238
531.000,0.841813
532.000,0.844369
533.000,0.846926
534.000,0.849495
535.000,0.852086
536.000,0.854700
537.000,0.857337
538.000,0.859989
539.000,0.862648
540.000,0.865300
541.000,0.867933
542.000,0.870531
543.000,0.873079
544.000,0.875564
545.000,0.877974
546.000,0.880299
547.000,0.882531
548.000,0.884668
549.000,0.886708
550.000,0.888654
551.000,0.890511
552.000,0.892286
553.000,0.893989
554.000,0.895631
555.000,0.897222
556.000,0.898773
557.000,0.900293
558.000,0.901792
559.000,0.903277
560.000,0.904754
561.000,0.906226
562.000,0.907697
563.000,0.909168
564.000,0.910639
565.000,0.912110
566.000,0.913580
567.000,0.915048
568.000,0.916513
569.000,0.917971
570.000,0.919423
571.000,0.920864
572.000,0.922292
573.000,0.923704
574.000,0.925098
575.000,0.926467
576.000,0.927809
577.000,0.929119
578.000,0.930392
579.000,0.931625
580.000,0.932813
581.000,0.933954
582.000,0.935047
583.000,0.936091
584.000,0.937088
585.000,0.938039
586.000,0.938948
587.000,0.939819
588.000,0.940659
589.000,0.941471
590.000,0.942261
591.000,0.943035
592.000,0.943797
593.000,0.944551
594.000,0.945300
595.000,0.946046
596.000,0.946790
597.000,0.947534
598.000,0.948277
599.000,0.949020
600.000,0.949761
601.000,0.950501
602.000,0.951237
603.000,0.951970
604.000,0.952699
605.000,0.953422
606.000,0.954138
607.000,0.954847
608.000,0.955547
609.000,0.956238
610.000,0.956916
611.000,0.957582
612.000,0.958233
613.000,0.958867
614.000,0.959484
615.000,0.960082
616.000,0.960660
617.000,0.961218
618.000,0.961756
619.000,0.962275
620.000,0.962776
621.000,0.963260
622.000,0.963730
623.000,0.964188
624.000,0.964636
625.000,0.965076
626.000,0.965510
627.000,0.965940
628.000,0.966367
629.000,0.966793
630.000,0.967217
631.000,0.967640
632.000,0.968062
633.000,0.968482
634.000,0.968900
635.000,0.969315
636.000,0.969727
637.000,0.970135
638.000,0.970539
639.000,0.970938
640.000,0.971334
641.000,0.971727
642.000,0.972116
643.000,0.972504
644.000,0.972891
645.000,0.973278
646.000,0.973664
647.000,0.974051
648.000,0.974438
649.000,0.974825
650.000,0.975210
651.000,0.975591
652.000,0.975967
653.000,0.976334
654.000,0.976689
655.000,0.977030
656.000,0.977353
657.000,0.977657
658.000,0.977938
659.000,0.978195
660.000,0.978428
661.000,0.978636
662.000,0.978822
663.000,0.978986
664.000,0.979130
665.000,0.979259
666.000,0.979375
667.000,0.979481
668.000,0.979581
669.000,0.979677
670.000,0.979772
671.000,0.979867
672.000,0.979964
673.000,0.980064
674.000,0.980167
675.000,0.980273
676.000,0.980382
677.000,0.980492
678.000,0.980603
679.000,0.980715
680.000,0.980826
