Wavelength,Power transmitted
400.000,0.971501
401.000,0.971423
402.000,0.971346
403.000,0.971267
404.000,0.971186
405.000,0.971103
406.000,0.971017
407.000,0.970927
408.000,0.970835
409.000,0.970738
410.000,0.970639
411.000,0.970537
412.000,0.970432
413.000,0.970325
414.000,0.970216
415.000,0.970105
416.000,0.969992
417.000,0.969878
418.000,0.969762
419.000,0.969644
420.000,0.969525
421.000,0.969404
422.000,0.969281
423.000,0.969156
424.000,0.969029
425.000,0.968900
426.000,0.968768
427.000,0.968634
428.000,0.968497
429.000,0.968358
430.000,0.968216
431.000,0.968071
432.000,0.967924
433.000,0.967774
434.000,0.967622
435.000,0.967468
436.000,0.967311
437.000,0.967152
438.000,0.966990
439.000,0.966826
440.000,0.966660
441.000,0.966491
442.000,0.966319
443.000,0.966144
444.000,0.965967
445.000,0.965787
446.000,0.965604
447.000,0.965418
448.000,0.965229
449.000,0.965037
450.000,0.964841
451.000,0.964643
452.000,0.964441
453.000,0.964236
454.000,0.964028
455.000,0.963816
456.000,0.963602
457.000,0.963384
458.000,0.963163
459.000,0.962939
460.000,0.962712
461.000,0.962481
462.000,0.962247
463.000,0.962010
464.000,0.961769
465.000,0.961524
466.000,0.961276
467.000,0.961024
468.000,0.960768
469.000,0.960509
470.000,0.960246
471.000,0.959978
472.000,0.959707
473.000,0.959431
474.000,0.959152
475.000,0.958868
476.000,0.958580
477.000,0.958287
478.000,0.957990
479.000,0.957688
480.000,0.957382
481.000,0.957071
482.000,0.956756
483.000,0.956435
484.000,0.956110
485.000,0.955780
486.000,0.955445
487.000,0.955105
488.000,0.954760
489.000,0.954410
490.000,0.954054
491.000,0.953692
492.000,0.953325
493.000,0.952952
494.000,0.952574
495.000,0.952189
496.000,0.951799
497.000,0.951402
498.000,0.950999
499.000,0.950590
500.000,0.950174
501.000,0.949751
502.000,0.949322
503.000,0.948886
504.000,0.948443
505.000,0.947993
506.000,0.947536
507.000,0.947072
508.000,0.946600
509.000,0.946120
510.000,0.945633
511.000,0.945138
512.000,0.944635
513.000,0.944123
514.000,0.943603
515.000,0.943075
516.000,0.942538
517.000,0.941992
518.000,0.941437
519.000,0.940872
520.000,0.940299
521.000,0.939716
522.000,0.939123
523.000,0.938521
524.000,0.937908
525.000,0.937285
526.000,0.936652
527.000,0.936008
528.000,0.935353
529.000,0.934687
530.000,0.934009
531.000,0.933319
532.000,0.932617
533.000,0.931903
534.000,0.931176
535.000,0.930436
536.000,0.929683
537.000,0.928917
538.000,0.928137
539.000,0.927343
540.000,0.926534
541.000,0.925711
542.000,0.924874
543.000,0.924021
544.000,0.923153
545.000,0.922269
546.000,0.921368
547.000,0.920452
548.000,0.919518
549.000,0.918567
550.000,0.917598
551.000,0.916611
552.000,0.915605
553.000,0.914581
554.000,0.913537
555.000,0.912473
556.000,0.911388
557.000,0.910283
558.000,0.909156
